Estudiante_ID,Edad,Horas_de_estudio,Nota_Matemáticas,Nota_Lenguaje,Nota_Ciencias,Genero,Comuna
18745,25,38,65,8,94,prefiero no decirlo,Hualpén
18746,25,21,79,3,34,femenino,San Pedro
18747,18,10,20,53,32,prefiero no decirlo,Tomé
18748,25,20,45,52,60,femenino,Coronel
18749,25,27,25,10,85,femenino,Concepción
18750,18,35,72,16,82,femenino,Coronel
18751,20,15,81,73,6,femenino,Penco
18752,19,21,61,24,51,femenino,Concepción
18753,24,25,41,20,49,prefiero no decirlo,Coronel
18754,23,35,67,95,31,prefiero no decirlo,San Pedro
18755,18,36,74,55,85,prefiero no decirlo,Arauco
18756,22,22,77,74,6,masculino,Lota
18757,19,18,26,99,22,prefiero no decirlo,Concepción
18758,25,14,46,79,1,femenino,Coronel
18759,18,37,18,66,39,prefiero no decirlo,Hualpén
18760,21,38,42,79,60,femenino,Tomé
18761,22,22,80,40,94,masculino,Hualpén
18762,20,27,53,69,55,prefiero no decirlo,Arauco
18763,22,22,91,1,91,prefiero no decirlo,San Pedro
18764,18,37,12,62,45,prefiero no decirlo,Concepción
18765,22,27,74,37,88,masculino,Hualpén
18766,19,27,57,89,98,prefiero no decirlo,Concepción
18767,22,15,14,4,30,prefiero no decirlo,Arauco
18768,22,22,99,70,17,masculino,Hualpén
18769,18,26,30,14,86,femenino,Tomé
18770,19,34,57,48,83,masculino,Coronel
18771,20,13,96,58,42,femenino,Tomé
18772,19,24,46,13,98,prefiero no decirlo,Concepción
18773,25,20,11,43,32,femenino,Coronel
18774,21,27,16,69,68,prefiero no decirlo,Hualpén
18775,25,26,8,16,44,masculino,Coronel
18776,18,22,63,66,17,femenino,Hualpén
18777,19,31,8,18,97,masculino,Coronel
18778,19,38,6,74,27,masculino,Penco
18779,20,23,72,89,49,masculino,Tomé
18780,20,10,11,97,97,prefiero no decirlo,Concepción
18781,21,12,57,45,51,femenino,Concepción
18782,22,10,29,56,51,masculino,Tomé
18783,20,30,64,36,39,femenino,San Pedro
18784,18,9,97,92,61,prefiero no decirlo,Lota
18785,25,33,1,35,94,femenino,Coronel
18786,22,22,2,29,33,prefiero no decirlo,Hualpén
18787,19,9,39,89,11,masculino,San Pedro
18788,22,23,53,96,73,femenino,Penco
18789,24,33,55,27,53,prefiero no decirlo,Coronel
18790,21,37,8,74,79,prefiero no decirlo,Coronel
18791,20,10,14,38,35,femenino,San Pedro
18792,21,15,58,88,30,prefiero no decirlo,Concepción
18793,24,24,16,67,36,prefiero no decirlo,Arauco
18794,24,16,52,6,5,prefiero no decirlo,Concepción
18795,19,37,100,79,40,masculino,Hualpén
18796,23,34,6,34,96,prefiero no decirlo,Coronel
18797,23,21,100,69,62,masculino,Lota
18798,18,5,67,62,36,femenino,Tomé
18799,18,38,5,7,30,prefiero no decirlo,Tomé
18800,19,35,63,1,66,masculino,San Pedro
18801,18,18,16,30,52,masculino,Penco
18802,22,37,95,10,60,masculino,Penco
18803,20,37,76,6,24,prefiero no decirlo,Coronel
18804,24,6,18,50,4,masculino,Coronel
18805,23,5,76,72,45,femenino,San Pedro
18806,21,5,57,20,22,masculino,Tomé
18807,23,23,89,19,58,masculino,San Pedro
18808,21,28,64,100,88,prefiero no decirlo,Tomé
18809,25,30,67,1,80,masculino,Concepción
18810,21,25,43,62,80,prefiero no decirlo,Lota
18811,19,24,9,63,67,masculino,Hualpén
18812,23,11,7,22,22,masculino,Penco
18813,22,38,16,6,20,masculino,Tomé
18814,25,5,62,7,7,femenino,Hualpén
18815,25,39,27,34,84,femenino,Coronel
18816,18,20,96,4,8,masculino,Lota
18817,20,31,10,60,59,prefiero no decirlo,Arauco
18818,20,24,94,29,16,masculino,San Pedro
18819,19,23,59,13,63,prefiero no decirlo,Hualpén
18820,23,34,28,7,62,femenino,Concepción
18821,18,9,65,42,85,prefiero no decirlo,Hualpén
18822,22,36,39,43,47,prefiero no decirlo,Concepción
18823,18,10,75,82,66,prefiero no decirlo,Penco
18824,22,7,1,66,35,masculino,Hualpén
18825,18,25,27,44,89,masculino,Lota
18826,24,5,27,63,19,femenino,Arauco
18827,24,29,46,7,42,prefiero no decirlo,Arauco
18828,19,15,37,49,5,prefiero no decirlo,Arauco
18829,25,17,40,39,83,prefiero no decirlo,Tomé
18830,24,10,15,35,19,masculino,Coronel
18831,18,33,95,26,40,femenino,Concepción
18832,18,28,83,73,96,femenino,Coronel
18833,23,29,35,92,19,prefiero no decirlo,Lota
18834,20,33,67,49,88,prefiero no decirlo,Penco
18835,25,14,91,40,43,femenino,Hualpén
18836,18,25,13,69,10,masculino,Concepción
18837,25,35,69,35,16,masculino,Arauco
18838,18,15,66,94,26,femenino,San Pedro
18839,22,32,69,60,8,prefiero no decirlo,Hualpén
18840,20,27,74,1,44,masculino,Arauco
18841,24,38,42,27,72,masculino,San Pedro
18842,25,38,27,68,14,prefiero no decirlo,Tomé
18843,18,15,12,17,23,femenino,Hualpén
18844,23,33,30,54,11,prefiero no decirlo,Tomé
18845,22,29,37,29,69,masculino,Arauco
18846,25,24,88,57,83,masculino,Arauco
18847,24,32,78,53,12,prefiero no decirlo,Arauco
18848,20,5,84,33,26,prefiero no decirlo,Tomé
18849,24,6,15,68,12,masculino,Lota
18850,18,5,51,52,46,masculino,Tomé
18851,19,20,50,54,100,femenino,San Pedro
18852,25,15,99,36,14,masculino,Concepción
18853,20,7,43,36,88,femenino,Lota
18854,19,32,38,25,21,prefiero no decirlo,Concepción
18855,22,38,21,28,39,prefiero no decirlo,Coronel
18856,19,32,3,6,11,masculino,Penco
18857,21,25,32,70,11,prefiero no decirlo,Arauco
18858,23,31,43,20,29,prefiero no decirlo,Arauco
18859,24,31,86,36,73,masculino,Arauco
18860,20,32,8,8,2,masculino,Lota
18861,18,33,16,16,4,prefiero no decirlo,Hualpén
18862,20,39,27,37,57,prefiero no decirlo,Tomé
18863,22,10,16,46,89,masculino,Lota
18864,23,26,38,16,66,masculino,Penco
18865,22,20,34,20,78,femenino,Coronel
18866,21,6,19,68,4,prefiero no decirlo,Penco
18867,23,13,24,82,89,masculino,Coronel
18868,23,30,73,6,87,femenino,Hualpén
18869,24,8,59,50,34,prefiero no decirlo,Hualpén
18870,25,12,52,84,22,prefiero no decirlo,Penco
18871,24,30,60,58,63,prefiero no decirlo,Arauco
18872,23,21,36,35,22,femenino,Tomé
18873,23,11,58,77,34,femenino,Hualpén
18874,19,20,73,40,11,femenino,Coronel
18875,20,5,39,57,58,masculino,Hualpén
18876,21,16,56,94,95,masculino,Penco
18877,23,25,90,80,93,femenino,Coronel
18878,24,21,31,92,80,masculino,Arauco
18879,18,32,41,46,65,femenino,Coronel
18880,24,21,27,10,90,femenino,Hualpén
18881,25,14,85,39,27,femenino,San Pedro
18882,18,38,32,67,23,prefiero no decirlo,Tomé
18883,25,9,100,98,17,femenino,Arauco
18884,22,12,78,73,25,femenino,Hualpén
18885,19,31,57,60,8,masculino,Coronel
18886,21,6,21,42,14,prefiero no decirlo,Hualpén
18887,24,16,22,47,38,prefiero no decirlo,Penco
18888,25,9,80,62,28,prefiero no decirlo,Penco
18889,22,21,15,23,35,masculino,Coronel
18890,25,18,25,65,73,prefiero no decirlo,Hualpén
18891,22,30,92,74,3,prefiero no decirlo,Coronel
18892,23,18,91,25,80,femenino,Arauco
18893,25,15,5,100,93,masculino,Concepción
18894,20,35,8,29,72,prefiero no decirlo,Tomé
18895,18,27,69,64,42,prefiero no decirlo,San Pedro
18896,23,22,31,33,98,masculino,San Pedro
18897,24,20,100,59,43,femenino,Lota
18898,20,23,28,78,42,femenino,Lota
18899,21,37,53,21,38,femenino,Hualpén
18900,25,19,7,21,73,femenino,Tomé
18901,23,26,42,12,19,femenino,Coronel
18902,19,17,53,77,87,femenino,Tomé
18903,22,8,21,69,44,femenino,Concepción
18904,20,25,67,78,60,masculino,Lota
18905,25,23,90,92,27,prefiero no decirlo,Arauco
18906,18,19,54,58,81,femenino,Lota
18907,21,31,14,89,22,masculino,Lota
18908,22,37,41,14,36,prefiero no decirlo,Concepción
18909,24,24,31,84,9,femenino,Lota
18910,18,28,89,52,53,masculino,Hualpén
18911,20,36,93,70,89,masculino,San Pedro
18912,18,23,83,50,62,masculino,Tomé
18913,19,23,26,36,51,femenino,Tomé
18914,24,19,44,53,85,prefiero no decirlo,Lota
18915,19,28,53,87,37,prefiero no decirlo,San Pedro
18916,22,15,1,94,96,prefiero no decirlo,Concepción
18917,19,18,47,16,4,femenino,Lota
18918,21,26,26,77,100,prefiero no decirlo,San Pedro
18919,18,7,65,5,97,prefiero no decirlo,Tomé
18920,23,19,31,74,23,prefiero no decirlo,Coronel
18921,19,18,93,30,98,prefiero no decirlo,Hualpén
18922,24,30,46,41,6,prefiero no decirlo,Arauco
18923,24,23,7,28,12,masculino,Arauco
18924,21,11,15,53,5,prefiero no decirlo,Concepción
18925,18,37,14,59,50,masculino,Tomé
18926,23,14,34,13,70,femenino,Lota
18927,25,17,34,61,62,femenino,Arauco
18928,25,7,11,80,66,prefiero no decirlo,Arauco
18929,18,19,95,36,47,masculino,Arauco
18930,18,39,90,60,72,femenino,Penco
18931,25,24,24,39,58,femenino,Concepción
18932,22,8,64,84,95,femenino,Concepción
18933,18,12,20,94,68,prefiero no decirlo,Hualpén
18934,24,11,79,1,8,masculino,Coronel
18935,24,16,82,34,80,femenino,Arauco
18936,18,18,5,69,25,femenino,Concepción
18937,22,37,77,36,8,masculino,Coronel
18938,22,27,78,31,86,prefiero no decirlo,Penco
18939,19,26,18,96,78,femenino,San Pedro
18940,25,12,11,90,58,prefiero no decirlo,Lota
18941,19,38,10,47,39,prefiero no decirlo,Penco
18942,18,30,52,71,32,femenino,Concepción
18943,22,19,98,78,31,prefiero no decirlo,Arauco
18944,24,22,93,81,7,femenino,Lota
18945,21,36,96,31,82,femenino,Arauco
18946,24,11,51,46,1,prefiero no decirlo,Concepción
18947,22,10,34,56,41,masculino,Penco
18948,20,10,59,47,96,femenino,Hualpén
18949,21,36,70,16,87,femenino,Penco
18950,21,28,76,6,89,masculino,Penco
18951,22,24,76,70,47,masculino,Coronel
18952,22,24,21,16,53,femenino,Tomé
18953,22,23,2,85,13,prefiero no decirlo,San Pedro
18954,22,32,93,56,41,prefiero no decirlo,Arauco
18955,24,11,34,58,9,masculino,Tomé
18956,24,31,57,12,84,masculino,Lota
18957,23,12,97,65,95,prefiero no decirlo,San Pedro
18958,22,21,31,34,38,femenino,Penco
18959,20,18,72,49,33,masculino,San Pedro
18960,21,26,48,67,9,prefiero no decirlo,Arauco
18961,20,33,79,15,40,masculino,Coronel
18962,21,37,19,51,15,femenino,Hualpén
18963,24,36,38,64,26,prefiero no decirlo,Penco
18964,18,33,15,98,100,masculino,Hualpén
18965,24,7,79,21,71,prefiero no decirlo,Lota
18966,19,20,3,86,88,masculino,Hualpén
18967,24,17,7,51,21,masculino,Arauco
18968,23,37,97,76,20,femenino,Arauco
18969,21,15,19,59,40,femenino,Hualpén
18970,21,24,78,31,4,femenino,Arauco
18971,20,30,46,70,25,femenino,Hualpén
18972,22,8,19,9,67,prefiero no decirlo,Coronel
18973,24,30,9,54,99,prefiero no decirlo,Penco
18974,20,25,81,50,45,prefiero no decirlo,Concepción
18975,24,26,55,90,8,prefiero no decirlo,Concepción
18976,21,28,84,77,73,femenino,Tomé
18977,19,12,87,10,43,masculino,Hualpén
18978,21,6,69,67,14,prefiero no decirlo,Concepción
18979,22,30,90,65,63,femenino,Hualpén
18980,23,14,59,72,77,masculino,Coronel
18981,20,29,43,27,6,masculino,Concepción
18982,25,32,79,94,33,femenino,Hualpén
18983,24,30,63,9,53,prefiero no decirlo,Hualpén
18984,24,32,75,14,46,masculino,Arauco
18985,25,37,33,91,29,femenino,Concepción
18986,21,39,89,41,15,femenino,San Pedro
18987,18,11,51,68,81,prefiero no decirlo,Arauco
18988,25,30,67,56,7,femenino,Concepción
18989,23,6,95,66,29,femenino,Hualpén
18990,20,35,52,31,69,prefiero no decirlo,Penco
18991,22,6,44,89,91,prefiero no decirlo,San Pedro
18992,20,20,64,43,71,masculino,Hualpén
18993,20,25,59,49,65,masculino,Hualpén
18994,18,15,81,96,20,prefiero no decirlo,Lota
18995,22,17,66,45,26,prefiero no decirlo,Concepción
18996,23,26,99,5,32,prefiero no decirlo,Lota
18997,21,28,3,85,26,masculino,Penco
18998,22,22,31,25,68,masculino,Concepción
18999,22,14,77,4,96,femenino,Lota
19000,24,9,17,29,65,masculino,Hualpén
19001,23,32,60,4,79,femenino,Arauco
19002,18,27,10,72,54,masculino,Concepción
19003,19,6,9,21,24,femenino,Arauco
19004,25,28,90,44,3,prefiero no decirlo,Concepción
19005,19,29,3,50,38,masculino,Coronel
19006,22,31,67,48,98,masculino,Arauco
19007,24,35,73,86,50,femenino,Lota
19008,23,24,21,42,45,femenino,Coronel
19009,22,28,67,31,46,masculino,San Pedro
19010,19,18,9,88,19,masculino,Concepción
19011,21,36,89,66,38,masculino,Hualpén
19012,22,23,7,84,65,masculino,Lota
19013,20,35,12,66,25,femenino,Hualpén
19014,25,28,6,16,64,prefiero no decirlo,Lota
19015,24,31,41,7,7,femenino,Concepción
19016,25,15,5,90,52,prefiero no decirlo,Penco
19017,22,12,35,9,35,femenino,Lota
19018,23,8,86,26,20,prefiero no decirlo,Concepción
19019,19,36,52,61,40,prefiero no decirlo,Arauco
19020,19,18,31,84,11,masculino,Coronel
19021,23,36,16,67,44,femenino,Lota
19022,24,17,100,79,73,femenino,Arauco
19023,19,15,44,99,15,prefiero no decirlo,Concepción
19024,24,30,77,1,14,femenino,Coronel
19025,25,31,75,58,2,masculino,Hualpén
19026,24,31,70,50,78,prefiero no decirlo,Lota
19027,25,29,86,44,73,femenino,Hualpén
19028,22,31,24,22,55,masculino,Concepción
19029,25,19,72,99,22,masculino,Coronel
19030,22,17,90,40,47,prefiero no decirlo,Arauco
19031,19,28,41,83,34,femenino,Concepción
19032,18,8,85,38,16,femenino,Tomé
19033,20,10,11,14,99,femenino,Arauco
19034,23,29,4,61,53,masculino,Coronel
19035,18,28,87,15,14,femenino,Penco
19036,21,19,7,61,65,prefiero no decirlo,Lota
19037,21,18,97,62,43,masculino,Concepción
19038,24,28,84,63,51,masculino,Coronel
19039,18,17,16,9,32,prefiero no decirlo,Coronel
19040,20,37,25,55,8,prefiero no decirlo,Hualpén
19041,24,7,44,19,44,femenino,Lota
19042,19,9,14,13,88,masculino,Penco
19043,24,35,46,76,85,prefiero no decirlo,Concepción
19044,21,12,14,4,29,prefiero no decirlo,Hualpén
19045,24,10,29,12,77,prefiero no decirlo,Lota
19046,23,25,92,82,42,prefiero no decirlo,Coronel
19047,24,19,47,69,67,prefiero no decirlo,Hualpén
19048,24,20,79,43,52,prefiero no decirlo,Coronel
19049,25,13,58,91,76,femenino,Penco
19050,22,38,41,59,31,prefiero no decirlo,Lota
19051,18,24,21,13,1,femenino,Concepción
19052,21,34,44,55,72,prefiero no decirlo,Tomé
19053,19,19,87,16,10,masculino,Penco
19054,22,32,71,6,25,masculino,Penco
19055,18,30,77,88,37,masculino,Concepción
19056,18,37,84,93,70,masculino,San Pedro
19057,18,39,25,36,21,prefiero no decirlo,Hualpén
19058,18,35,42,60,82,masculino,Tomé
19059,21,26,93,95,38,prefiero no decirlo,Lota
19060,25,34,100,39,51,femenino,San Pedro
19061,20,5,37,90,11,masculino,San Pedro
19062,18,35,70,85,84,prefiero no decirlo,Concepción
19063,18,34,67,46,88,prefiero no decirlo,Penco
19064,21,32,62,80,48,masculino,Penco
19065,20,26,33,24,53,prefiero no decirlo,San Pedro
19066,25,39,97,46,83,femenino,Concepción
19067,23,11,69,19,33,femenino,Concepción
19068,19,31,96,12,14,femenino,San Pedro
19069,21,38,51,48,81,masculino,Concepción
19070,25,9,69,61,72,prefiero no decirlo,San Pedro
19071,18,34,21,22,50,masculino,Arauco
19072,20,33,74,89,22,femenino,Lota
19073,21,30,94,51,58,prefiero no decirlo,San Pedro
19074,23,29,32,35,78,prefiero no decirlo,Arauco
19075,18,6,75,70,85,masculino,Penco
19076,22,28,18,31,38,prefiero no decirlo,Coronel
19077,21,34,22,58,92,masculino,Coronel
19078,20,26,46,8,3,masculino,Tomé
19079,24,6,78,95,26,masculino,Coronel
19080,21,23,18,73,45,masculino,Concepción
19081,24,17,40,93,45,masculino,San Pedro
19082,21,17,70,94,35,femenino,Tomé
19083,22,16,42,98,79,masculino,Tomé
19084,18,26,89,82,68,femenino,Hualpén
19085,18,5,12,35,11,masculino,Penco
19086,23,38,37,71,24,prefiero no decirlo,Penco
19087,23,11,30,6,61,masculino,Coronel
19088,20,32,32,81,74,masculino,Coronel
19089,22,16,93,18,81,prefiero no decirlo,Arauco
19090,19,18,40,63,2,masculino,Tomé
19091,20,21,64,95,49,masculino,Concepción
19092,24,26,31,58,84,femenino,Lota
19093,18,21,76,34,78,masculino,San Pedro
19094,20,38,55,28,93,femenino,Tomé
19095,19,10,34,24,30,prefiero no decirlo,Lota
19096,25,11,35,79,43,masculino,San Pedro
19097,20,39,75,9,18,prefiero no decirlo,Tomé
19098,23,8,36,88,47,prefiero no decirlo,San Pedro
19099,24,17,14,37,4,masculino,Penco
19100,20,22,20,20,14,femenino,Lota
19101,23,38,49,23,14,prefiero no decirlo,Hualpén
19102,23,14,76,98,84,masculino,Penco
19103,20,7,29,24,44,femenino,Concepción
19104,20,12,77,43,11,femenino,San Pedro
19105,24,39,3,21,86,prefiero no decirlo,Tomé
19106,19,8,42,15,48,femenino,Penco
19107,22,10,43,14,8,femenino,San Pedro
19108,22,10,27,38,84,prefiero no decirlo,San Pedro
19109,25,27,8,46,56,femenino,San Pedro
19110,19,39,36,81,52,femenino,Tomé
19111,21,39,7,93,87,prefiero no decirlo,Hualpén
19112,19,39,10,26,88,femenino,Arauco
19113,18,14,74,40,47,masculino,Tomé
19114,18,26,6,2,26,prefiero no decirlo,Lota
19115,21,32,58,81,34,prefiero no decirlo,Arauco
19116,25,21,32,33,37,prefiero no decirlo,Coronel
19117,22,25,10,86,12,masculino,Concepción
19118,19,12,46,1,68,masculino,Concepción
19119,25,34,53,5,72,masculino,Concepción
19120,25,29,13,61,89,masculino,Tomé
19121,20,32,73,59,32,masculino,Hualpén
19122,19,19,23,11,97,masculino,Penco
19123,20,24,82,62,98,femenino,Tomé
19124,25,7,42,77,40,masculino,Coronel
19125,22,30,21,54,88,femenino,Tomé
19126,19,26,70,71,80,masculino,Hualpén
19127,20,14,100,45,50,prefiero no decirlo,Arauco
19128,21,22,51,26,5,femenino,Arauco
19129,18,19,10,66,36,prefiero no decirlo,San Pedro
19130,22,22,23,22,82,femenino,San Pedro
19131,20,36,77,97,31,prefiero no decirlo,Concepción
19132,19,36,68,72,91,femenino,Coronel
19133,22,30,18,36,22,masculino,Lota
19134,22,19,95,14,78,prefiero no decirlo,Tomé
19135,18,14,44,9,15,prefiero no decirlo,San Pedro
19136,23,24,44,94,24,femenino,San Pedro
19137,23,19,76,11,5,femenino,Arauco
19138,20,7,2,55,33,masculino,San Pedro
19139,20,38,33,95,49,masculino,Arauco
19140,19,26,55,56,15,femenino,Coronel
19141,25,27,84,33,59,femenino,San Pedro
19142,21,23,89,9,89,masculino,Lota
19143,19,17,97,70,7,prefiero no decirlo,Lota
19144,24,26,68,28,97,femenino,Coronel
19145,24,39,22,81,3,masculino,Coronel
19146,22,30,60,39,61,masculino,San Pedro
19147,19,24,65,35,52,prefiero no decirlo,San Pedro
19148,18,15,19,97,32,masculino,Lota
19149,20,24,2,23,12,masculino,Hualpén
19150,23,13,43,63,87,femenino,Hualpén
19151,21,34,10,4,50,prefiero no decirlo,San Pedro
19152,25,36,24,54,19,prefiero no decirlo,Hualpén
19153,21,21,42,53,9,prefiero no decirlo,Concepción
19154,22,9,20,90,49,prefiero no decirlo,Penco
19155,25,8,38,1,100,masculino,Lota
19156,18,11,73,16,88,prefiero no decirlo,San Pedro
19157,24,31,62,52,89,masculino,Coronel
19158,24,32,26,53,97,prefiero no decirlo,Coronel
19159,25,19,80,66,34,prefiero no decirlo,San Pedro
19160,23,14,16,44,45,femenino,Lota
19161,24,26,99,37,55,masculino,Coronel
19162,21,21,49,93,61,masculino,Concepción
19163,18,20,97,21,71,masculino,Hualpén
19164,18,22,95,94,1,femenino,Coronel
19165,18,33,46,46,71,prefiero no decirlo,Tomé
19166,18,11,21,27,16,prefiero no decirlo,Hualpén
19167,19,15,64,28,69,prefiero no decirlo,Coronel
19168,22,23,75,35,17,prefiero no decirlo,Coronel
19169,22,32,51,13,64,femenino,Concepción
19170,19,23,2,96,38,femenino,Tomé
19171,18,33,3,10,61,femenino,Penco
19172,21,31,10,70,39,femenino,Tomé
19173,18,7,57,31,27,masculino,Lota
19174,20,21,22,48,34,femenino,San Pedro
19175,22,14,97,4,64,prefiero no decirlo,Concepción
19176,25,10,2,29,34,masculino,Arauco
19177,25,9,57,99,53,femenino,Concepción
19178,22,15,45,47,48,prefiero no decirlo,Tomé
19179,21,15,80,10,73,femenino,Tomé
19180,23,21,67,30,87,femenino,Concepción
19181,25,36,44,4,20,femenino,Hualpén
19182,20,31,20,24,44,masculino,San Pedro
19183,21,9,96,9,57,prefiero no decirlo,San Pedro
19184,20,32,99,97,92,prefiero no decirlo,Arauco
19185,20,11,47,68,88,masculino,Concepción
19186,19,22,11,75,92,femenino,San Pedro
19187,24,23,82,21,9,prefiero no decirlo,Tomé
19188,18,8,75,39,17,masculino,Penco
19189,19,28,12,89,50,masculino,Tomé
19190,22,9,64,33,13,femenino,San Pedro
19191,24,17,91,2,12,prefiero no decirlo,Concepción
19192,23,10,88,17,70,femenino,Coronel
19193,21,11,30,26,22,prefiero no decirlo,Penco
19194,19,17,60,32,68,prefiero no decirlo,Hualpén
19195,24,11,27,56,42,prefiero no decirlo,Lota
19196,22,16,77,38,83,prefiero no decirlo,San Pedro
19197,22,20,41,22,12,femenino,Penco
19198,24,17,62,48,60,prefiero no decirlo,Concepción
19199,23,9,67,74,2,femenino,Arauco
19200,22,37,74,100,6,masculino,Penco
19201,22,8,89,59,98,masculino,Hualpén
19202,23,8,33,92,53,prefiero no decirlo,Tomé
19203,21,16,16,72,56,prefiero no decirlo,Concepción
19204,25,36,6,84,67,masculino,Penco
19205,21,9,27,45,93,masculino,Penco
19206,21,9,14,36,82,prefiero no decirlo,Lota
19207,20,20,42,53,14,femenino,Tomé
19208,25,25,54,52,61,femenino,Tomé
19209,22,17,68,92,63,femenino,San Pedro
19210,25,30,94,20,72,masculino,Arauco
19211,24,23,1,45,12,masculino,Lota
19212,24,18,18,85,11,masculino,Penco
19213,22,34,76,52,65,prefiero no decirlo,Tomé
19214,25,30,42,62,7,masculino,Lota
19215,19,25,73,73,86,masculino,Hualpén
19216,24,5,83,94,81,prefiero no decirlo,Arauco
19217,22,18,7,42,33,femenino,Hualpén
19218,22,21,67,85,32,femenino,Penco
19219,20,6,87,65,66,prefiero no decirlo,Coronel
19220,22,21,50,6,44,prefiero no decirlo,Coronel
19221,22,26,14,90,68,prefiero no decirlo,Penco
19222,21,31,17,53,86,femenino,San Pedro
19223,20,39,43,92,85,prefiero no decirlo,Hualpén
19224,24,9,20,18,37,masculino,San Pedro
19225,20,35,46,41,30,femenino,Concepción
19226,24,35,3,99,61,femenino,San Pedro
19227,20,13,17,39,39,prefiero no decirlo,Lota
19228,18,28,90,81,1,femenino,Concepción
19229,18,26,24,51,6,prefiero no decirlo,Coronel
19230,25,12,23,23,57,prefiero no decirlo,Tomé
19231,24,36,12,33,81,prefiero no decirlo,San Pedro
19232,23,31,44,1,54,masculino,Coronel
19233,24,5,75,18,54,masculino,Coronel
19234,24,29,83,4,2,femenino,San Pedro
19235,20,16,69,34,1,femenino,Concepción
19236,19,11,40,96,22,prefiero no decirlo,Tomé
19237,23,17,69,57,76,masculino,Lota
19238,24,19,69,81,28,prefiero no decirlo,Arauco
19239,22,32,7,78,73,femenino,Tomé
19240,18,26,31,92,26,masculino,Penco
19241,24,5,44,19,70,prefiero no decirlo,Coronel
19242,24,7,26,23,72,prefiero no decirlo,Concepción
19243,19,27,52,25,34,femenino,Arauco
19244,24,13,73,44,4,femenino,Hualpén
19245,25,16,59,61,63,masculino,Hualpén
19246,18,39,93,1,32,femenino,Arauco
19247,18,29,22,98,3,masculino,San Pedro
19248,23,24,1,3,85,prefiero no decirlo,Penco
19249,19,26,12,44,93,femenino,Hualpén
19250,23,16,72,56,62,masculino,San Pedro
19251,25,29,45,31,3,prefiero no decirlo,Concepción
19252,22,28,85,3,32,prefiero no decirlo,Hualpén
19253,18,37,9,12,97,masculino,Hualpén
19254,18,10,10,38,91,prefiero no decirlo,Arauco
19255,21,19,96,41,21,masculino,San Pedro
19256,20,38,25,100,84,masculino,Coronel
19257,22,21,16,83,97,femenino,Lota
19258,22,36,26,36,38,femenino,Arauco
19259,25,18,38,13,19,masculino,Hualpén
19260,21,31,4,49,75,masculino,Lota
19261,19,11,78,50,20,prefiero no decirlo,Tomé
19262,20,28,55,18,34,prefiero no decirlo,Hualpén
19263,21,15,80,22,21,prefiero no decirlo,San Pedro
19264,18,16,55,81,70,prefiero no decirlo,Hualpén
19265,21,13,24,45,99,femenino,Hualpén
19266,20,39,53,86,35,prefiero no decirlo,Tomé
19267,20,16,75,45,87,femenino,Penco
19268,21,11,30,100,75,masculino,Tomé
19269,18,8,1,54,22,femenino,Lota
19270,19,11,53,32,51,femenino,Tomé
19271,24,36,18,46,18,prefiero no decirlo,Arauco
19272,22,39,97,81,11,masculino,Coronel
19273,24,14,11,26,15,masculino,San Pedro
19274,22,15,89,39,28,femenino,San Pedro
19275,25,5,79,57,95,femenino,San Pedro
19276,25,30,41,6,20,prefiero no decirlo,Concepción
19277,18,12,77,59,99,masculino,Lota
19278,18,28,78,38,69,prefiero no decirlo,Hualpén
19279,21,8,62,10,30,prefiero no decirlo,Tomé
19280,23,33,36,3,40,prefiero no decirlo,Penco
19281,23,14,18,42,9,prefiero no decirlo,Arauco
19282,23,15,3,20,59,femenino,Coronel
19283,19,8,49,16,66,prefiero no decirlo,San Pedro
19284,19,37,52,37,69,prefiero no decirlo,Penco
19285,20,28,87,10,86,prefiero no decirlo,Arauco
19286,24,23,26,20,73,masculino,Arauco
19287,24,35,93,28,76,femenino,Arauco
19288,21,12,47,97,57,femenino,Arauco
19289,21,18,72,91,89,prefiero no decirlo,Tomé
19290,22,29,36,67,96,prefiero no decirlo,Tomé
19291,23,15,34,28,33,masculino,Tomé
19292,20,21,6,50,4,femenino,Coronel
19293,19,12,72,44,40,femenino,Penco
19294,19,30,79,18,81,masculino,Concepción
19295,18,9,49,84,67,masculino,Lota
19296,18,36,98,37,79,masculino,San Pedro
19297,20,7,42,32,3,prefiero no decirlo,Hualpén
19298,22,15,63,4,8,masculino,Lota
19299,18,8,100,35,16,femenino,Tomé
19300,22,29,67,68,77,masculino,Coronel
19301,19,17,32,32,89,prefiero no decirlo,Penco
19302,18,18,50,81,98,masculino,Penco
19303,25,15,69,98,55,masculino,Hualpén
19304,22,14,4,6,12,masculino,Lota
19305,22,36,30,87,73,masculino,Concepción
19306,25,8,95,82,50,femenino,Lota
19307,19,24,5,29,90,prefiero no decirlo,San Pedro
19308,22,32,43,66,27,prefiero no decirlo,Concepción
19309,25,20,5,4,69,femenino,San Pedro
19310,23,29,29,55,51,prefiero no decirlo,Coronel
19311,25,27,67,5,94,prefiero no decirlo,Concepción
19312,23,38,41,85,43,masculino,Coronel
19313,19,9,3,76,75,femenino,Coronel
19314,22,14,49,84,34,femenino,Lota
19315,25,34,79,54,44,masculino,Penco
19316,25,36,71,7,3,masculino,Hualpén
19317,21,29,27,96,27,prefiero no decirlo,Penco
19318,20,36,24,48,59,prefiero no decirlo,Concepción
